par_id,art_id,text,keyword,country,label
635,@@21887650,"he would n't tolerate nonsense and he never allowed anybody to intimidate him . he was wealthy and very comfortable , and with his wealth was very generous and kind . in every three months , we had banquet for all the chiefs in my community . after that of chiefs , he would organise ours for us and the children from poor families . he used to tell us that being comfortable did not mean we were special , as god had created everyone equally .",poor-families,ng,[1 1 0 1 0 0 0]
8881,@@10065410,"""the odd thing is that the creation of these colonies was something which these great men had no doubt whatsoever was for the good of the local african communities who they believed to be much in need of the benefits of """" modern civilization """" . they expected to be remembered as great benefactors of the continent , but are everywhere now reviled as cruel racists .""",in-need,ke,[1 0 1 1 0 0 0]
6167,@@2021398,""""""" it 's not just a matter of income poverty . what matters is children in very poor families in crowded , cold and damp houses . there is an income issue , there is a housing supply issue and there is a housing quality issue . """"""",poor-families,nz,[0 0 0 1 0 1 0]
8103,@@14311836,i do n't want to detract from the achievements of paralympians and i hope people enjoy watching the games . but please do n't think that what you are watching is an example all disabled people can follow . <h> trend that makes your dough go a long way,disabled,gb,[0 0 0 1 0 0 0]
2710,@@4535096,"these poverty-stricken masses otherwise had little say in the political bargaining that took place in the corridors of power . it was there that the post-independence power structures were shaped that determined the future of india and pakistan . yet the people were the ones who paid the price by suffering the pain of massacres , displacement , destruction of property and homelessness that accompanied partition .",homeless,pk,[0 0 1 0 1 1 0]
936,@@20906072,laois charities called on to sign up for community chill food campaign <h> help those in need get more food donations,in-need,ie,[1 0 0 0 0 0 0]
3806,@@24824562,""""""" i accept his apology and i appreciate the contribution of $25,000 to innersole , a not for profit organization i co-founded that provides new sneakers to children who are homeless or in need . i 'm glad we can share in support of this worthy cause and i look forward to moving past this with a continued spirited but positive competition amongst our programs . """"""",homeless,sg,[1 1 0 0 0 0 0]
5458,@@14007053,president uhuru kenyatta and his deputy william ruto have been shuttling the country to ' light up ' homes especially those deep in the village where they pose with poor families .,poor-families,ke,[1 1 0 0 1 0 0]
2714,@@19890179,it takes a lot of pain and hopelessness to get to that point,hopeless,za,[0 0 0 1 0 1 0]
195,@@4478900,housing minister grant shapps added : ' the plight of homeless people should be on our minds all year round - not just at christmas .,homeless,gb,[1 0 0 1 0 0 0]
6259,@@16047006,""""""" helping people in need is a message that each religion has , """" she said . """" i hope it will be spreading out to other communities as well . """"""",in-need,ca,[1 0 0 0 0 0 0]
6826,@@234041,"and let 's acknowledge that 20-something wives and mothers are met with a shocking lack of support and an unacceptable level of judgment , which leaves young women feeling hopeless and discouraged .",hopeless,us,[0 0 1 0 0 1 0]
5778,@@7591571,""""""" it is tragic that a young child would be so trapped in a sense of hopelessness ... it 's a tragedy that needs to be heard across the nation if we are going to extract a dividend of change , """" mr georgatos told the abc on tuesday .""",hopeless,au,[0 0 0 1 1 1 0]
2577,@@1083249,"later in 2008 , avril lavigne was awarded a certificate of honor from the china association of social workers for her work in raising funds for poor families and children with disabilities in china . she had also visited and gave gifts to children injured in the sichuan province earthquake .",poor-families,ca,[1 1 0 0 0 0 0]
9087,@@20642547,""""""" people on low incomes must be protected from these unscrupulous operators who are preying on our most vulnerable .""",vulnerable,nz,[1 0 0 1 0 1 0]
1322,@@22257389,""""""" we do not only serve the children and homeless food but also try to trace their homes and send them back home while we do that we try to engage them in creative activities like drawing , """" he reveals .""",homeless,gh,[1 1 0 0 0 0 0]
8495,@@4567045,"he stressed for extricating the poorest from the poverty cycle and said that the government had launched a major drive against poverty , including the benazir income support programme , which was supporting millions of poor families across the country .",poor-families,pk,[1 0 0 0 1 1 0]
4330,@@9555968,"over a hundred children got glimpses of such moments through stories at the read-along last week at the inquirer 's main office in makati city -- the warmth that envelops a disabled child upon discovery of a father 's unconditional love , or the exhilaration that comes when support from loved ones revitalizes one 's determination to pursue a dream or start a new one .",disabled,ph,[0 0 0 0 1 1 0]
1933,@@1494523,"""at that time , the handful of bhikkhunis was not only illiterate but also homeless and hungry , says bhikkhuni lekshe . """" they needed some help . """"""",homeless,lk,[1 0 1 0 0 1 0]
3432,@@4682306,"according to hill , there are very few cases of homeless people living in the may pen cemetery , and it is the responsibility of the inspector of the cemeteries to report the matter to the relevant agencies in order to have such individuals removed , medically examined , fed and placed in a care facility .",homeless,jm,[1 0 0 1 0 0 0]
9823,@@4312463,"apparently in dr. ablow 's eyes , people who undergo the transgendered process are broken individuals , in need of repair . there are no transgendered people -- only people who are confused and in need of treatment to alleviate their condition .",in-need,us,[0 0 0 1 1 1 0]
8237,@@9437659,"even people who are disabled can still practice karate and have a sense of accomplishment . it matters not what your state of being is , people are encouraged to excel .",disabled,jm,[1 0 0 0 0 1 0]
